,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4051,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
4052,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
4053,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
4054,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
4055,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
4056,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
4057,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
4058,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
4059,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
4060,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
4061,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
4062,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
4063,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
4064,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
4065,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
4066,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
4067,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
4068,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
4069,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
4070,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
4071,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
4072,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
4073,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
4074,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
4075,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
4076,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
4077,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
4078,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
4079,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
4080,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
4081,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
4082,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
4083,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
4084,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
4085,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
4086,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
4087,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
4088,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
4089,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
4090,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
4091,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
4092,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
4093,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
4094,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
4095,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
4096,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
4097,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
4098,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
4099,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
4100,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
4101,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
4102,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
4103,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
4104,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
4105,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
4106,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
4107,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
4108,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
4109,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
4110,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
4111,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
4112,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
4113,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
4114,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
4115,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
4116,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
4117,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
4118,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
4119,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
4120,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
4121,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
4122,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
4123,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
4124,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
4125,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
4126,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
4127,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
4128,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
4129,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
4130,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
4131,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
4132,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
4133,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
4134,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
4135,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
4136,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
4137,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
4138,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
4139,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
4140,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
4141,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
4142,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
4143,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
4144,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
4145,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
4146,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
4147,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
4148,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
4149,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
4150,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
4151,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
4152,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
4153,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
4154,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
4155,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
4156,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
4157,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
4158,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
4159,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
4160,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
4161,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
4162,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
4163,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
4164,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
4165,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
4166,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
4167,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
4168,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
4169,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
4170,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
4171,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
4172,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
4173,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
4174,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
4175,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
4176,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
4177,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
4178,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
4179,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
4180,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
4181,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
4182,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
4183,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
4184,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
4185,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
4186,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
4187,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
4188,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
4189,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
4190,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
4191,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
4192,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
4193,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
4194,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
4195,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
4196,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
4197,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
4198,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
4199,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
4200,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
4201,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
4202,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
4203,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
4204,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
4205,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
4206,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
4207,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
4208,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
4209,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
4210,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
4211,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
4212,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
4213,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
4214,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
4215,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
4216,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
4217,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
4218,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
4219,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
4220,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
4221,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
4222,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
4223,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
4224,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
4225,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
4226,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
4227,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
4228,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
4229,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
4230,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
4231,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
4232,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
4233,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
4234,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
4235,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
4236,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
4237,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
4238,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
4239,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
4240,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
4241,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
4242,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
4243,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
4244,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
4245,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
4246,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
4247,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
4248,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
4249,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
4250,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
4251,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
4252,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
4253,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
4254,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
4255,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
4256,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
4257,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
4258,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
4259,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
4260,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
4261,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
4262,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
4263,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
4264,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
4265,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
4266,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
4267,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
4268,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
4269,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
4270,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
4271,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
4272,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
4273,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
4274,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
4275,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
4276,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
4277,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
4278,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
4279,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
4280,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
4281,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
4282,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
4283,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
4284,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
4285,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
4286,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
4287,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
4288,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
4289,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
4290,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
4291,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
4292,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
4293,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
4294,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
4295,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
4296,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
4297,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
4298,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
